path,source_SeriesInstanceUID,PatientID,SOPInstanceUID,NumberOfFrames,temporal_type,decode_ok,decode_error,pixel_array_shape,pixel_dtype,representative_frame_index,frame_height,frame_width,aspect_ratio,pixel_min,pixel_max,pixel_mean,pixel_std,p01,p99,robust_dynamic_range,zero_fraction,wide_layout_candidate,preview_path
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079/00000011.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079,LiverUS-86,1.3.6.1.4.1.14519.5.2.1.1188.2803.143902788992088428048097652506,1,single_frame,True,,"(720, 960, 3)",uint8,0,720,960,1.3333,0.0,255.0,38.12711715698242,55.23686599731445,0.0,212.0,212.0,0.5363136574074074,False,qc/week2_preview_frames/LiverUS-86__1.3.6.1.4.1.14519.5.2.1.1188.2803.143902788992088428048097652506__f0000.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079/00000012.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079,LiverUS-86,1.3.6.1.4.1.14519.5.2.1.1188.2803.318723471960711012395665245983,1,single_frame,True,,"(720, 960, 3)",uint8,0,720,960,1.3333,0.0,255.0,44.60157012939453,56.99945831298828,0.0,214.9999847412109,214.9999847412109,0.4427893518518518,False,qc/week2_preview_frames/LiverUS-86__1.3.6.1.4.1.14519.5.2.1.1188.2803.318723471960711012395665245983__f0000.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079/00000013.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079,LiverUS-86,1.3.6.1.4.1.14519.5.2.1.1188.2803.225550746740486106655633657404,1,single_frame,True,,"(720, 960, 3)",uint8,0,720,960,1.3333,0.0,255.0,45.50718307495117,56.35413360595703,0.0,206.0,206.0,0.4672048611111111,False,qc/week2_preview_frames/LiverUS-86__1.3.6.1.4.1.14519.5.2.1.1188.2803.225550746740486106655633657404__f0000.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079/00000014.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079,LiverUS-86,1.3.6.1.4.1.14519.5.2.1.1188.2803.243091113947849973734534490721,95,multi_frame_cine,True,,"(95, 421, 760, 3)",uint8,47,421,760,1.8052,0.0,255.0,40.316383361816406,41.50635147094727,0.0,152.0,152.0,0.2943555444430554,True,qc/week2_preview_frames/LiverUS-86__1.3.6.1.4.1.14519.5.2.1.1188.2803.243091113947849973734534490721__f0047.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079/00000015.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079,LiverUS-86,1.3.6.1.4.1.14519.5.2.1.1188.2803.172432838596685769721057432952,86,multi_frame_cine,True,,"(86, 421, 760, 3)",uint8,43,421,760,1.8052,0.0,255.0,54.58189010620117,48.56766891479492,0.0,171.68800354003906,171.68800354003906,0.2470277534691836,True,qc/week2_preview_frames/LiverUS-86__1.3.6.1.4.1.14519.5.2.1.1188.2803.172432838596685769721057432952__f0043.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079/00000016.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079,LiverUS-86,1.3.6.1.4.1.14519.5.2.1.1188.2803.152128715889733923190058395347,1,single_frame,True,,"(720, 960, 3)",uint8,0,720,960,1.3333,0.0,255.0,27.236692428588867,45.39502334594727,0.0,187.0,187.0,0.5522844328703703,False,qc/week2_preview_frames/LiverUS-86__1.3.6.1.4.1.14519.5.2.1.1188.2803.152128715889733923190058395347__f0000.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079/00000017.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079,LiverUS-86,1.3.6.1.4.1.14519.5.2.1.1188.2803.282072563512129582518989546646,164,multi_frame_cine,True,,"(164, 421, 760, 3)",uint8,82,421,760,1.8052,0.0,254.5439910888672,36.597129821777344,39.07725524902344,0.0,138.0,138.0,0.2989936242030254,True,qc/week2_preview_frames/LiverUS-86__1.3.6.1.4.1.14519.5.2.1.1188.2803.282072563512129582518989546646__f0082.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079/00000018.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079,LiverUS-86,1.3.6.1.4.1.14519.5.2.1.1188.2803.145514555617612497017362733603,1,single_frame,True,,"(720, 1280, 3)",uint8,0,720,1280,1.7778,0.0,255.0,47.56890106201172,47.66959762573242,0.0,170.9219970703125,170.9219970703125,0.3195551215277777,True,qc/week2_preview_frames/LiverUS-86__1.3.6.1.4.1.14519.5.2.1.1188.2803.145514555617612497017362733603__f0000.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079/00000019.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079,LiverUS-86,1.3.6.1.4.1.14519.5.2.1.1188.2803.105152291584666585571658678005,1,single_frame,True,,"(720, 1280, 3)",uint8,0,720,1280,1.7778,0.0,255.0,48.16388702392578,46.94195175170898,0.0,165.9219970703125,165.9219970703125,0.3184939236111111,True,qc/week2_preview_frames/LiverUS-86__1.3.6.1.4.1.14519.5.2.1.1188.2803.105152291584666585571658678005__f0000.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079/00000020.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.107705246080914591037161918079,LiverUS-86,1.3.6.1.4.1.14519.5.2.1.1188.2803.177943433138255824010845626126,1,single_frame,True,,"(720, 960, 3)",uint8,0,720,960,1.3333,0.0,255.0,37.57543563842773,54.89493560791016,0.0,210.0,210.0,0.5476519097222222,False,qc/week2_preview_frames/LiverUS-86__1.3.6.1.4.1.14519.5.2.1.1188.2803.177943433138255824010845626126__f0000.png
